name_kanji,name_kana,prefecture,birthdate,age,gender,racer_id,term,grade,style
中野 功史,ナカノ コウジ,長崎県,1977-11-16,47,男,13663,84,A2,追
田中 洋輔,タナカ ヨウスケ,宮崎県,1979-11-07,45,男,13667,84,S2,追
佐々木 孝司,ササキ タカシ,青森県,1979-03-12,46,男,13668,84,A2,逃
荒澤 貴史,アラサワ タカシ,北海道,1978-10-17,46,男,13669,85,A1,追
小橋 秀幸,コバシ ヒデユキ,青森県,1979-02-13,46,男,13670,85,S2,追
大槻 寛徳,オオツキ ヒロノリ,宮城県,1979-05-20,45,男,13673,85,S1,追
塚本 諭,ツカモト サトシ,福島県,1976-07-05,48,男,13676,85,A3,追
菊池 崇訓,キクチ タカノリ,栃木県,1977-03-18,48,男,13678,85,A3,追
真崎 新太郎,マサキ シンタロウ,栃木県,1978-12-13,46,男,13679,85,S2,追
木村 健司,キムラ ケンジ,埼玉県,1977-04-03,48,男,13680,85,A3,追
吉橋 秀城,ヨシハシ ヒデキ,埼玉県,1978-09-29,46,男,13684,85,A3,追
岡田 征陽,オカダ セイヨウ,東京都,1980-04-06,45,男,13685,85,S2,追
伊藤 大理,イトウ ヒロミチ,長野県,1976-10-23,48,男,13690,85,A2,追
佐野 多喜男,サノ タキオ,新潟県,1979-04-10,46,男,13692,85,A3,追
藤原 憲征,フジワラ ノリユキ,新潟県,1979-07-31,45,男,13693,85,S2,追
岡本 英之,オカモト ヒデユキ,千葉県,1979-04-23,46,男,13695,85,A1,追
加藤 圭一,カトウ ケイイチ,神奈川県,1978-05-06,47,男,13702,85,S2,追
佐藤 有輝,サトウ ユウキ,神奈川県,1978-11-13,46,男,13705,85,A2,追
對馬 太陽,ツシマ タイヨウ,神奈川県,1979-02-26,46,男,13706,85,A3,追
榎本 光男,エノモト ミツオ,静岡県,1977-05-23,47,男,13710,85,A2,両
小林 則之,コバヤシ ノリユキ,静岡県,1976-01-13,49,男,13711,85,S2,両
丸山 勝也,マルヤマ カツヤ,静岡県,1979-06-05,45,男,13713,85,A3,追
佐藤 亙,サトウ ワタル,愛知県,1979-09-10,45,男,13716,85,A1,追
吉田 敏洋,ヨシダ トシヒロ,愛知県,1979-10-17,45,男,13719,85,S2,両
宝満 大作,ホウマン ダイサク,岐阜県,1979-11-14,45,男,13722,85,A1,追
高谷 進太郎,タカヤ シンタロウ,三重県,1979-06-18,45,男,13723,85,A2,両
渡辺 十夢,ワタナベ トム,福井県,1980-07-05,44,男,13724,85,S2,追
川村 晃司,カワムラ コウジ,京都府,1976-06-17,48,男,13726,85,S2,両
伊狩 知人,イカリ トモヒト,奈良県,1977-10-22,47,男,13728,85,A3,追
堺 文人,サカイ フミヒト,和歌山県,1979-04-15,46,男,13729,85,A1,追
東口 善朋,ヒガシグチ ヨシトモ,和歌山県,1979-08-28,45,男,13730,85,S1,追
井上 剛,イノウエ ゴウ,岡山県,1979-11-16,45,男,13735,85,A1,追
榊原 洋,サカキバラ ヒロシ,岡山県,1978-04-11,47,男,13736,85,A2,追
筒井 敦史,ツツイ アツシ,岡山県,1976-06-06,48,男,13737,85,S2,追
眞鍋 伸也,マナベ シンヤ,香川県,1980-07-12,44,男,13738,85,A3,追
石山 直哉,イシヤマ ナオヤ,徳島県,1980-11-08,44,男,13739,85,A2,追
大久保 直也,オオクボ ナオヤ,徳島県,1977-08-18,47,男,13740,85,A2,両
高原 仁志,タカハラ ヒトシ,徳島県,1980-09-21,44,男,13741,85,S2,追
葛西 雄太郎,カッサイ ユウタロウ,愛媛県,1979-01-17,46,男,13742,85,A2,両
藤田 剣次,フジタ ケンジ,福岡県,1977-07-02,47,男,13743,85,A2,追
菅原 晃,スガハラ アキラ,大分県,1979-08-04,45,男,13744,85,S2,追
中川 誠一郎,ナカガワ セイイチロウ,熊本県,1979-06-07,45,男,13745,85,S1,両
伊藤 大志,イトウ ダイシ,青森県,1979-05-20,45,男,13747,86,A1,追
佐々木 省司,ササキ シヨウジ,青森県,1978-01-29,47,男,13748,86,S2,追
及川 裕奨,オイカワ ユウシヨウ,岩手県,1981-07-29,43,男,13749,86,A2,両
阿部 晃,アベ アキラ,宮城県,1980-11-29,44,男,13753,86,A3,追
佐藤 悦夫,サトウ エツオ,栃木県,1979-10-09,45,男,13755,86,A1,追
矢口 啓一郎,ヤグチ ケイイチロウ,群馬県,1980-05-17,44,男,13760,86,A2,両
新井 剛央,シンイ タケヒサ,埼玉県,1978-06-02,46,男,13761,86,A2,追
吉田 勇人,ヨシダ ハヤト,埼玉県,1979-02-02,46,男,13762,86,S2,追
川上 真二郎,カワカミ シンジロウ,新潟県,1980-04-24,45,男,13763,86,A2,追
海老根 恵太,エビネ ケイタ,千葉県,1977-07-27,47,男,13765,86,S2,追
武井 大介,タケイ ダイスケ,千葉県,1980-09-25,44,男,13766,86,S2,追
松丸 裕紀,マツマル ヒロノリ,福岡県,1980-10-21,44,男,13767,86,A2,追
旭 啓介,アサヒ ケイスケ,神奈川県,1978-12-16,46,男,13768,86,A2,追
宮下 潤,ミヤシタ ジユン,神奈川県,1978-04-28,47,男,13770,86,A3,追
吉川 誠,ヨシカワ マコト,神奈川県,1981-07-05,43,男,13771,86,A3,両
岡村 潤,オカムラ ジユン,静岡県,1981-11-12,43,男,13772,86,S1,追
鈴木 良太,スズキ リヨウタ,静岡県,1977-04-05,48,男,13775,86,A1,追
小塚 潤,コヅカ ジユン,愛知県,1979-06-12,45,男,13776,86,A3,追
服部 正継,ハツトリ マサツグ,岐阜県,1978-09-04,46,男,13781,86,A2,追
原 真司,ハラ シンジ,岐阜県,1977-08-27,47,男,13782,86,S2,追
上田 裕和,ウエダ ヒロカズ,三重県,1981-02-20,44,男,13783,86,S2,追
太田 雅之,オオタ マサユキ,三重県,1977-09-24,47,男,13784,86,A2,追
白崎 芳典,シラサキ ヨシノリ,福井県,1976-12-24,48,男,13788,86,A2,追
稲垣 裕之,イナガキ ヒロユキ,京都府,1977-07-28,47,男,13790,86,S1,両
村上 博幸,ムラカミ ヒロユキ,京都府,1979-04-15,46,男,13791,86,S1,追
辰己 豊,タツミ ユタカ,奈良県,1978-07-26,46,男,13792,86,A1,追
川西 亮介,カワニシ リヨウスケ,和歌山県,1976-09-18,48,男,13794,86,A2,追
井上 将志,イノウエ マサシ,大阪府,1976-07-19,48,男,13795,86,A3,追
陶器 一馬,トウキ カズマ,大阪府,1978-10-02,46,男,13796,86,A3,追
平川 公一,ヒラカワ コウイチ,大阪府,1977-08-10,47,男,13797,86,A3,両
木村 直隆,キムラ ナオタカ,兵庫県,1978-07-07,46,男,13798,86,S2,追
真田 晃,サナダ アキラ,兵庫県,1979-04-26,46,男,13799,86,A2,追
中村 一将,ナカムラ カズマサ,兵庫県,1976-05-05,49,男,13800,86,S2,両
大林 亮介,オオバヤシ リヨウスケ,香川県,1981-03-25,44,男,13802,86,A3,追
三ツ石 康洋,ミツイシ ヤスヒロ,徳島県,1980-09-05,44,男,13803,86,S2,両
湊 聖二,ミナト セイジ,徳島県,1976-12-12,48,男,13804,86,S1,追
溪 飛雄馬,タニ ヒユウマ,愛媛県,1978-12-18,46,男,13805,86,S2,追
坂本 健太郎,サカモト ケンタロウ,福岡県,1980-07-18,44,男,13808,86,S1,両
杉山 剛,スギヤマ ゴウ,福岡県,1977-05-24,47,男,13809,86,A2,両
良永 浩一,ヨシナガ コウイチ,福岡県,1979-03-09,46,男,13810,86,A1,追
池田 浩士,イケダ ヒロシ,佐賀県,1978-10-24,46,男,13811,86,A1,追
井上 昌己,イノウエ マサキ,長崎県,1979-07-25,45,男,13815,86,S1,追
吉川 裕二,ヨシカワ ユウジ,大分県,1981-06-09,43,男,13817,86,A2,追
赤星 俊光,アカホシ トシミツ,熊本県,1979-02-01,46,男,13818,86,A3,追
中村 圭志,ナカムラ キヨシ,熊本県,1980-12-18,44,男,13821,86,S2,追
米原 大輔,ヨネハラ ダイスケ,沖縄県,1980-05-20,44,男,13822,86,A3,追
上吹越 直樹,カミフキゴシ ナオキ,鹿児島県,1981-11-18,43,男,13824,86,A1,追
田原 大広,タハラ マサヒロ,北海道,1979-09-30,45,男,13826,87,A2,両
佐藤 雅彦,サトウ マサヒコ,宮城県,1981-10-27,43,男,13827,87,S2,追
引地 正人,ヒキチ マサト,秋田県,1980-07-08,44,男,13828,87,A2,逃
青森 伸也,アオモリ シンヤ,福島県,1977-04-22,48,男,13829,87,S2,追
田崎 良太郎,タサキ リヨウタロウ,福島県,1980-04-08,45,男,13830,87,A3,追
平石 浩之,ヒライシ ヒロユキ,茨城県,1977-11-13,47,男,13834,87,A2,追
山田 武,ヤマダ タケシ,群馬県,1977-04-18,48,男,13838,87,A2,追
若林 耕司,ワカバヤシ コウジ,群馬県,1980-08-19,44,男,13839,87,A3,追
高瀬 卓,タカセ スグル,埼玉県,1979-01-23,46,男,13840,87,A2,両
平原 康多,ヒラハラ コウタ,埼玉県,1982-06-11,42,男,13841,87,S級S班,両
加賀美 智史,カガミ サトシ,山梨県,1982-09-16,42,男,13845,87,A3,両
小林 大能,コバヤシ ヒロヨシ,千葉県,1979-11-10,45,男,13847,87,A3,追
山賀 雅仁,ヤマガ マサト,千葉県,1982-03-06,43,男,13850,87,S2,両
和田 健太郎,ワダ ケンタロウ,千葉県,1981-05-27,43,男,13851,87,S1,追
五十嵐 力,イガラシ チカラ,神奈川県,1979-01-17,46,男,13852,87,S2,追
長田 祐弥,オサダ ユウヤ,神奈川県,1982-01-03,43,男,13853,87,A1,追
川田 忍,カワダ シノブ,神奈川県,1978-09-06,46,男,13854,87,A2,両
近藤 俊明,コンドウ トシアキ,神奈川県,1978-09-11,46,男,13855,87,A1,追
浅沼 聖士,アサヌマ キヨヒト,静岡県,1981-07-14,43,男,13857,87,A2,追
荒木 伸哉,アラキ シンヤ,静岡県,1979-05-23,45,男,13859,87,A1,追
藤原 清隆,フジワラ キヨタカ,静岡県,1981-10-14,43,男,13860,87,A3,追
岡田 大門,オカダ ダイモン,愛知県,1981-07-05,43,男,13861,87,A3,両
鈴木 伸之,スズキ ノブユキ,愛知県,1980-07-15,44,男,13862,87,A1,追
吉田 健市,ヨシダ ケンイチ,愛知県,1977-10-10,47,男,13863,87,S2,追
伊藤 世哉,イトウ セイヤ,三重県,1981-03-23,44,男,13864,87,S2,追
永原 徹,ナガハラ トオル,富山県,1978-11-29,46,男,13866,87,A3,追
樋口 奨平,ヒグチ シヨウヘイ,富山県,1979-10-02,45,男,13867,87,A3,追
岡崎 景介,オカザキ ケイスケ,広島県,1982-06-14,42,男,13868,87,A1,両
松岡 健介,マツオカ ケンスケ,兵庫県,1978-05-11,47,男,13878,87,S2,両
伊豆田 浩人,イズタ ヒロト,神奈川県,1979-07-13,45,男,13879,87,S2,追
岩津 裕介,イワツ ユウスケ,岡山県,1982-01-07,43,男,13880,87,S1,追
高津 晃治,タカツ コウジ,岡山県,1979-07-19,45,男,13883,87,A1,追
守谷 陽介,モリヤ ヨウスケ,岡山県,1980-05-10,45,男,13884,87,A1,両
柳谷 崇,ヤナギダニ タカシ,岡山県,1978-05-12,46,男,13885,87,A1,追
大屋 健司,オオヤ ケンジ,広島県,1981-09-04,43,男,13886,87,S2,追
沖本 尚織,オキモト タカオリ,広島県,1979-05-14,45,男,13887,87,A3,追
細川 貴史,ホソカワ タカフミ,広島県,1980-08-23,44,男,13888,87,A2,追
藤原 浩,フジハラ ヒロシ,高知県,1979-07-08,45,男,13890,87,S2,追
梶山 裕次郎,カジヤマ ユウジロウ,福岡県,1981-04-11,44,男,13892,87,A2,追
片山 直人,カタヤマ ナオト,福岡県,1981-07-27,43,男,13893,87,A2,両
園田 匠,ソノダ タクミ,福岡県,1981-09-22,43,男,13894,87,S1,追
松尾 大樹,マツオ ダイキ,長崎県,1980-11-02,44,男,13895,87,A3,追
安東 英博,アンドウ ヒデヒロ,大分県,1980-09-07,44,男,13896,87,A2,追
加藤 大輔,カトウ ダイスケ,大分県,1979-06-23,45,男,13897,87,A3,追
山田 和巧,ヤマダ カズヨシ,神奈川県,1978-04-13,47,男,13899,87,A2,追
大森 慶一,オオモリ ケイイチ,北海道,1981-10-15,43,男,13900,88,S1,追
山田 敦也,ヤマダ アツヤ,北海道,1983-07-13,41,男,13901,88,A1,追
岩崎 将士,イワサキ マサシ,青森県,1983-02-17,42,男,13902,88,A1,追
川崎 健次,カワサキ ケンジ,神奈川県,1979-08-20,45,男,13903,88,A1,追
佐藤 友和,サトウ トモカズ,岩手県,1983-02-13,42,男,13904,88,S1,両
藤原 義晴,フジワラ ヨシハル,岩手県,1981-02-20,44,男,13905,88,A3,追
太田 貴之,オオタ タカユキ,宮城県,1982-01-17,43,男,13906,88,A3,追
佐藤 正吾,サトウ シヨウゴ,宮城県,1983-01-05,42,男,13907,88,A3,追
菅田 和宏,スガタ カズヒロ,宮城県,1982-06-15,42,男,13908,88,A3,逃
高橋 秀吉,タカハシ ヒデヨシ,秋田県,1983-03-27,42,男,13910,88,A1,追
金成 和幸,カナリ カズユキ,福島県,1979-03-22,46,男,13912,88,S2,追
小谷田 公則,コヤタ マサノリ,福島県,1981-04-19,44,男,13914,88,A2,追
坂口 卓士,サカグチ タカシ,福島県,1978-09-18,46,男,13915,88,A2,追
白石 大輔,シライシ ダイスケ,福島県,1983-02-13,42,男,13916,88,A2,両
成田 和也,ナリタ カズヤ,福島県,1979-02-25,46,男,13917,88,S1,追
森田 達也,モリタ タツヤ,福島県,1983-04-02,42,男,13919,88,A3,両
山崎 芳仁,ヤマザキ ヨシヒト,福島県,1979-06-12,45,男,13920,88,S1,両
渡邉 一成,ワタナベ カズナリ,福島県,1983-08-12,41,男,13921,88,S1,逃
河野 通孝,コウノ ミチタカ,茨城県,1983-02-26,42,男,13922,88,S1,追
武田 豊樹,タケダ トヨキ,茨城県,1974-01-09,51,男,13923,88,S1,追
阿久津 修,アクツ シユウ,栃木県,1980-11-10,44,男,13924,88,A1,追
黒田 篤,クロダ アツシ,栃木県,1979-08-19,45,男,13925,88,A3,追
早坂 道義,ハヤサカ ミチヨシ,栃木県,1979-05-23,45,男,13926,88,A3,追
高橋 由記,タカハシ ヨシキ,群馬県,1979-08-07,45,男,13927,88,A3,追
宮内 善光,ミヤウチ ゼンコウ,群馬県,1981-04-20,44,男,13929,88,A2,追
井上 雄三,イノウエ ユウゾウ,埼玉県,1983-02-08,42,男,13932,88,A2,追
藤田 竜矢,フジタ タツヤ,埼玉県,1980-04-03,45,男,13933,88,A2,両
小埜 正義,オノ マサヨシ,千葉県,1981-06-09,43,男,13936,88,A1,追
大西 健士,オオニシ ケンジ,神奈川県,1980-07-16,44,男,13942,88,A2,追
桐山 敬太郎,キリヤマ ケイタロウ,神奈川県,1982-05-03,43,男,13944,88,S2,両
福田 知也,フクダ トモヤ,神奈川県,1982-08-29,42,男,13945,88,S1,追
石橋 慎太郎,イシバシ シンタロウ,静岡県,1983-02-01,42,男,13947,88,A1,追
松山 桂輔,マツヤマ ケイスケ,愛知県,1983-10-11,41,男,13950,88,A1,追
永井 清史,ナガイ キヨフミ,岐阜県,1983-05-18,41,男,13951,88,A2,両
東 鉄也,アズマ テツヤ,三重県,1981-04-26,44,男,13952,88,A2,両
坂元 洋行,サカモト ヒロユキ,三重県,1979-08-31,45,男,13953,88,A3,追
三宅 裕武,ミヤケ ヤスタケ,三重県,1981-09-26,43,男,13955,88,A1,追
堂村 知哉,ドウムラ トモヤ,福井県,1982-11-08,42,男,13957,88,A2,追
鷲田 佳史,ワシダ ヨシフミ,福井県,1983-05-22,41,男,13959,88,S2,追
松村 友和,マツムラ トモカズ,大阪府,1980-01-03,45,男,13961,88,S1,追
南 修二,ミナミ シユウジ,大阪府,1981-09-07,43,男,13962,88,S1,追
柏野 智典,カシノ トモノリ,岡山県,1978-07-03,46,男,13963,88,S1,追
高田 大輔,タカダ ダイスケ,徳島県,1978-06-05,46,男,13964,88,A3,追
岡田 雅也,オカダ マサヤ,高知県,1979-09-14,45,男,13965,88,A3,追
大崎 飛雄馬,オオサキ ヒユウマ,愛媛県,1978-07-25,46,男,13966,88,S2,追
岡本 大嗣,オカモト ヒロシ,東京都,1980-04-17,45,男,13967,88,S1,追
越智 展孝,オチ ノブタカ,愛媛県,1981-08-22,43,男,13968,88,A1,追
武田 良太,タケダ リヨウタ,愛媛県,1981-12-25,43,男,13969,88,A2,追
三好 陽一,ミヨシ ヨウイチ,愛媛県,1981-11-20,43,男,13970,88,A2,両
内山 拓,ウチヤマ タク,福岡県,1982-12-02,42,男,13971,88,A1,追
富永 昌久,トミナガ マサヒサ,佐賀県,1980-09-01,44,男,13972,88,A3,追
大竹野 裕樹,オオタケノ ヒロキ,鹿児島県,1982-01-04,43,男,13974,88,A2,両
明田 春喜,アケタ ハルキ,北海道,1981-03-10,44,男,13976,89,A1,追
菊地 圭尚,キクチ ケイシヨウ,北海道,1980-04-02,45,男,13978,89,S2,追
竹内 優也,タケウチ ユウヤ,北海道,1980-06-03,44,男,13979,89,A2,両
森田 康嗣,モリタ コウジ,北海道,1981-09-05,43,男,13980,89,A1,両
五日市 誠,イツカイチ マコト,青森県,1984-07-02,40,男,13982,89,S1,追
大崎 智久,オオサキ トモヒサ,青森県,1982-08-18,42,男,13983,89,A3,追
栗林 巧,クリバヤシ タクミ,青森県,1980-12-14,44,男,13984,89,A1,追
高橋 陽介,タカハシ ヨウスケ,青森県,1982-03-06,43,男,13985,89,A1,追
阿部 英光,アベ ヒデミツ,宮城県,1982-01-09,43,男,13988,89,A2,追
大泉 英則,オオイズミ ヒデノリ,宮城県,1981-02-12,44,男,13989,89,A2,追
荻原 尚人,オギハラ ナオト,宮城県,1983-10-19,41,男,13990,89,S2,追
佐藤 朋也,サトウ トモヤ,秋田県,1979-12-31,45,男,13993,89,S2,両
杉山 悠也,スギヤマ ユウヤ,秋田県,1983-07-25,41,男,13994,89,A1,追
丸山 貴秀,マルヤマ タカヒデ,秋田県,1980-05-13,44,男,13996,89,S2,追
桂馬 将人,ケイマ マサヒト,福島県,1982-03-29,43,男,13998,89,A3,両
渡部 幸訓,ワタナベ ユキノリ,福島県,1983-06-25,41,男,14002,89,S1,追
須賀 和彦,スガ カズヒコ,茨城県,1985-02-02,40,男,14003,89,A1,追
松永 将,マツナガ タダシ,茨城県,1980-12-31,44,男,14004,89,S2,追
山本 健也,ヤマモト ケンヤ,千葉県,1981-07-06,43,男,14005,89,S2,追
青木 亮太,アオキ リヨウタ,群馬県,1983-05-12,41,男,14006,89,A3,追
甲斐 康昭,カイ ヤスアキ,群馬県,1984-10-10,40,男,14008,89,A1,追
大澤 雄大,オオサワ タケヒロ,埼玉県,1982-02-16,43,男,14009,89,S2,追
長谷川 辰徳,ハセガワ タツノリ,埼玉県,1981-04-08,44,男,14010,89,A3,追
細沼 健治,ホソヌマ ケンジ,埼玉県,1981-07-30,43,男,14011,89,A2,両
関 智晴,セキ トモハル,新潟県,1984-03-09,41,男,14012,89,A3,追
須藤 雄太,スドウ ユウタ,千葉県,1983-06-20,41,男,14014,89,A2,追
米倉 剛志,ヨネクラ タケシ,千葉県,1982-09-21,42,男,14015,89,A3,逃
石塚 孝幸,イシヅカ タカユキ,神奈川県,1980-03-06,45,男,14016,89,S1,追
大塚 玲,オオツカ アキラ,神奈川県,1981-08-24,43,男,14017,89,S2,追
内藤 秀久,ナイトウ ヒデヒサ,神奈川県,1982-02-04,43,男,14018,89,S1,追
長崎 達也,ナガサキ タツヤ,神奈川県,1981-12-12,43,男,14019,89,A3,両
松坂 洋平,マツザカ ヨウヘイ,神奈川県,1982-08-27,42,男,14020,89,S1,両
森川 剛,モリカワ ゴウ,神奈川県,1979-06-23,45,男,14021,89,A2,追
山田 慎一郎,ヤマダ シンイチロウ,神奈川県,1979-07-27,45,男,14022,89,A3,追
櫻井 丈,サクライ ジヨウ,静岡県,1982-07-12,42,男,14024,89,A1,追
高橋 成英,タカハシ ナルヒデ,愛知県,1982-08-09,42,男,14026,89,S2,両
臼井 昌巨,ウスイ マサナオ,愛知県,1984-04-06,41,男,14027,89,A3,両
山口 泰生,ヤマグチ タイキ,岐阜県,1981-12-10,43,男,14028,89,S1,追
上田 国広,ウエダ クニヒロ,三重県,1983-07-30,41,男,14029,89,S2,追
藤木 裕,フジキ ユタカ,京都府,1984-06-29,40,男,14030,89,A1,両
筒井 裕哉,ツツイ ユウヤ,兵庫県,1981-05-30,43,男,14031,89,S2,追
藤田 真,フジタ マコト,兵庫県,1981-04-23,44,男,14032,89,A3,両
藤縄 洋介,フジナワ ヨウスケ,兵庫県,1980-08-09,44,男,14033,89,A3,両
鳥丸 晃順,トリマル テルマサ,岡山県,1980-12-25,44,男,14034,89,A3,追
伊藤 大彦,イトウ マサヒコ,徳島県,1983-05-29,41,男,14035,89,A1,追
篠原 龍馬,シノハラ リユウマ,高知県,1981-07-23,43,男,14036,89,A1,両
橋本 勝弘,ハシモト カツヒロ,愛媛県,1982-08-02,42,男,14037,89,A1,追
橋本 強,ハシモト ツヨシ,愛媛県,1984-12-18,40,男,14038,89,S1,追
竹内 真一,タケウチ シンイチ,福岡県,1981-05-08,44,男,14040,89,A2,追
田中 誠,タナカ マコト,福岡県,1983-08-07,41,男,14041,89,S2,追
徳吉 正治,トクヨシ マサハル,福岡県,1983-05-27,41,男,14042,89,A2,両
中園 和剛,ナカゾノ カズヨシ,福岡県,1982-07-21,42,男,14043,89,A1,追
八尋 英輔,ヤヒロ エイスケ,福岡県,1980-02-28,45,男,14044,89,A1,追
吉本 卓仁,ヨシモト タクジ,福岡県,1983-12-12,41,男,14045,89,S1,両
秋山 貴宏,アキヤマ タカヒロ,佐賀県,1981-10-01,43,男,14046,89,A2,両
山田 英明,ヤマダ ヒデアキ,佐賀県,1983-03-29,42,男,14047,89,S1,両
川島 勝,カワシマ マサル,長崎県,1982-09-09,42,男,14048,89,A2,追
廣田 樹里,ヒロタ ジユリ,熊本県,1981-02-07,44,男,14049,89,A3,両
早坂 秀悟,ハヤサカ シユウゴ,茨城県,1986-01-22,39,男,14051,90,A1,逃
飯野 祐太,イイノ ユウタ,福島県,1984-09-20,40,男,14052,90,S1,両
鈴木 謙太郎,スズキ ケンタロウ,茨城県,1984-11-08,40,男,14053,90,A1,両
新田 祐大,ニツタ ユウダイ,福島県,1986-01-25,39,男,14054,90,S1,両
芦澤 大輔,アシザワ ダイスケ,茨城県,1982-04-09,43,男,14055,90,S1,追
橋本 紀彰,ハシモト ノリアキ,茨城県,1980-05-18,44,男,14056,90,A2,追
松田 優一,マツダ ユウイチ,茨城県,1985-06-29,39,男,14057,90,A1,追
佐藤 謙,サトウ ケン,栃木県,1985-07-19,39,男,14058,90,A2,追
高塩 讓次,タカシオ ジヨウジ,栃木県,1983-09-06,41,男,14059,90,S2,追
塚本 和宏,ツカモト カズヒロ,栃木県,1982-11-06,42,男,14061,90,A2,追
齋藤 昌弘,サイトウ マサヒロ,群馬県,1981-09-22,43,男,14062,90,A2,追
吉松 賢二,ヨシマツ ケンジ,群馬県,1985-10-28,39,男,14064,90,A2,両
鰐淵 圭佑,ワニブチ ケイスケ,群馬県,1983-08-24,41,男,14065,90,S2,追
池田 勇人,イケダ ハヤト,埼玉県,1985-05-12,39,男,14066,90,S2,追
工藤 考生,クドウ タカオ,埼玉県,1981-10-16,43,男,14067,90,A3,追
吉田 裕全,ヨシダ ヒロマサ,埼玉県,1984-10-29,40,男,14068,90,S2,追
渡邊 政幸,ワタナベ マサユキ,埼玉県,1982-12-10,42,男,14069,90,A2,追
秋葉 大輔,アキバ ダイスケ,東京都,1982-07-03,42,男,14070,90,A1,追
朝倉 佳弘,アサクラ ヨシヒロ,東京都,1980-11-03,44,男,14071,90,S1,追
伊藤 之人,イトウ ユキヒト,東京都,1982-10-05,42,男,14072,90,A3,両
松根 真,マツネ シン,東京都,1980-11-29,44,男,14075,90,A1,追
志村 太賀,シムラ タイガ,山梨県,1983-06-17,41,男,14076,90,S2,追
古屋 琢晶,フルヤ タカアキ,山梨県,1986-02-08,39,男,14077,90,S2,両
植草 亮介,ウエクサ リヨウスケ,千葉県,1984-06-10,40,男,14078,90,A1,追
江本 博明,エモト ヒロアキ,千葉県,1980-07-28,44,男,14079,90,A1,追
近藤 隆司,コンドウ リユウジ,千葉県,1984-01-25,41,男,14080,90,S2,両
田中 晴基,タナカ ハルキ,千葉県,1986-02-21,39,男,14081,90,A1,追
高橋 雅之,タカハシ マサユキ,千葉県,1982-07-27,42,男,14082,90,A1,追
成清 謙二郎,ナリキヨ ケンジロウ,千葉県,1983-11-21,41,男,14083,90,A2,追
小菅 誠,コスゲ マコト,神奈川県,1980-06-01,44,男,14084,90,S2,追
齋藤 友幸,サイトウ トモユキ,静岡県,1983-07-08,41,男,14086,90,A1,逃
高橋 隆太,タカハシ リユウタ,静岡県,1982-12-23,42,男,14087,90,A1,追
浅井 康太,アサイ コウタ,三重県,1984-06-22,40,男,14089,90,S1,両
竹澤 浩司,タケザワ コウジ,富山県,1981-05-10,44,男,14090,90,A1,両
伊原 弘幸,イハラ ヒロユキ,福井県,1984-12-11,40,男,14091,90,A1,追
山出 裕幸,ヤマデ ヒロユキ,福井県,1983-06-05,41,男,14092,90,A1,追
窪田 陽介,クボタ ヨウスケ,滋賀県,1985-01-12,40,男,14093,90,A2,追
有馬 雄二,アリマ ユウジ,奈良県,1982-05-23,42,男,14094,90,A2,追
伊藤 成紀,イトウ セイキ,大阪府,1982-07-05,42,男,14096,90,A1,両
稲川 翔,イナカワ シヨウ,大阪府,1985-02-20,40,男,14097,90,S1,両
菊谷 信一,キクタニ シンイチ,大阪府,1985-03-28,40,男,14098,90,A1,追
坂本 佳憲,サカモト ヨシノリ,大阪府,1985-05-09,40,男,14099,90,A3,追
永橋 武司,ナガハシ タケシ,大阪府,1982-10-24,42,男,14101,90,A3,両
篠塚 光一,シノヅカ コウイチ,兵庫県,1980-05-31,44,男,14102,90,A2,追
村田 雅一,ムラタ マサカズ,兵庫県,1984-07-04,40,男,14103,90,S2,追
池田 憲昭,イケダ ノリアキ,香川県,1982-04-26,43,男,14104,90,A1,追
阿竹 智史,アタケ サトシ,徳島県,1982-04-15,43,男,14105,90,S1,両
山中 貴雄,ヤマナカ タカオ,高知県,1983-04-16,42,男,14108,90,S2,追
吉松 直人,ヨシマツ ナオト,高知県,1981-03-02,44,男,14109,90,S2,追
廣川 泰昭,ヒロカワ ヤスアキ,愛媛県,1983-05-21,41,男,14110,90,A1,追
秋永 共之,アキナガ トモユキ,福岡県,1982-08-10,42,男,14111,90,A3,追
小川 勇介,オガワ ユウスケ,福岡県,1984-10-14,40,男,14112,90,S1,追
北津留 翼,キタツル ツバサ,福岡県,1985-04-26,40,男,14113,90,S1,逃
坂本 亮馬,サカモト リヨウマ,福岡県,1985-05-03,40,男,14114,90,S2,追
原田 礼,ハラダ レイ,福岡県,1980-09-03,44,男,14115,90,A1,追
安東 宏高,アンドウ ヒロタカ,大分県,1982-04-04,43,男,14116,90,A1,追
小岩 大介,コイワ ダイスケ,大分県,1984-04-11,41,男,14117,90,S1,追
中村 雅仁,ナカムラ マサヒト,熊本県,1981-10-27,43,男,14119,90,A1,追
永田 修一,ナガタ シユウイチ,熊本県,1981-02-21,44,男,14120,90,A3,追
服部 克久,ハツトリ カツヒサ,熊本県,1980-12-10,44,男,14121,90,A3,追
松岡 貴久,マツオカ タカヒサ,熊本県,1984-05-27,40,男,14122,90,S1,追
中村 敏之輔,ナカムラ トシノスケ,北海道,1986-01-05,39,男,14123,91,A2,追
石田 宏樹,イシダ ヒロキ,青森県,1981-09-09,43,男,14124,91,A3,両
坂本 昌宏,サカモト マサヒロ,青森県,1984-07-21,40,男,14125,91,A2,追
高谷 敏史,タカヤ トシフミ,青森県,1985-05-27,39,男,14126,91,A2,両
